ID|Language|label|definition|description|collection|parent|successor|predecessor|registry|register|ReferenceSource|ReferenceLink|governance-level-item|LegislationURI|LegislationLabel|EIONETURI|EIONETLabel|status
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|es|Servicios geográficos de interacción humana|||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory||||||||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanCatalogueViewer|es|Visor de catálogos|Servicio cliente que permite al usuario interactuar con un catálogo para localizar, navegar y gestionar metadatos sobre datos geográficos o servicios geográficos.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanGeographicViewer|es|Visor geográfico|Servicio cliente que permite al usuario visualizar una o más colecciones de fenómenos o coberturas.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanGeographicSpreadsheetViewer|es|Visor geográfico de hoja de cálculo|Servicio cliente que permite al usuario interactuar con múltiples objetos de datos y solicitar cálculos similares a los de una hoja de cálculo aritmético pero extendidos a datos geográficos.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanServiceEditor|es|Editor de servicios|Servicio cliente que permite al usuario controlar servicios geográficos de procesamiento.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanChainDefinitionEditor|es|Editor de definición de cadenas|Este editor permite la interacción del usuario con un servicio de definición de cadenas.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanWorkflowEnactmentManager|es|Gestor de lanzamiento de flujos de trabajo|Este gestor permite la interacción con un servicio de lanzamiento de flujos de trabajo.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanGeographicFeatureEditor|es|Editor de fenómenos geográficos|Visor geográfico que permite al usuario interactuar con datos de fenómenos.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanGeographicSymbolEditor|es|Editor de símbolos geográficos|Servicio cliente que permite a una persona seleccionar y gestionar bibliotecas de símbolos.||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanFeatureGeneralizationEditor|es|Editor de generalización de fenómenos|Servicio cliente que permite al usuario modificar las características cartográficas de un fenómeno o colección de fenómenos simplificando su visualización pero manteniendo sus elementos más destacados (equivalente espacial de la simplificación).||http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory|http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/humanInteractionService|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-legal|||||http://inspire.ec.europa.eu/registry/status/valid
